pH_H2O,EC,P,N,K,Elev,OC,OC_log
4.11,7.79,17.7,3.6,82.4,109,85.3,4.457829598089382
4.02,12.38,28.8,4.3,162.8,144,133.4,4.900820428089049
3.89,6.1,19.5,2.1,76.1,170,81.5,4.412798293340635
4.22,8.17,13.7,2.8,46.0,36,61.9,4.141546163706395
4.39,6.37,34.4,1.5,55.4,166,35.7,3.6027767550605247
3.98,9.33,26.0,4.6,141.6,184,100.4,4.619073091157083
4.83,6.9,15.2,4.2,74.2,114,90.2,4.513054897080286
4.28,7.56,25.9,2.8,88.4,149,74.2,4.320151230955794
3.82,18.14,35.6,8.3,249.1,212,278.6,5.633360010359655
3.89,17.33,35.5,14.2,166.1,132,349.3,5.858789930203441
4.35,38.3,40.1,13.6,162.4,136,287.2,5.663654683565421
4.94,6.44,12.0,4.4,77.7,183,71.0,4.276666119016055
5.75,10.44,12.0,2.9,70.4,80,33.4,3.5380565643793527
4.19,6.24,12.0,3.3,62.8,268,65.3,4.194189897191817
5.16,4.57,51.7,1.6,95.2,136,25.3,3.269568939183719
5.15,46.1,10.5,9.7,73.5,207,179.0,5.19295685089021
5.11,16.98,20.6,5.1,49.5,59,102.1,4.635699391022914
5.42,8.43,12.9,2.9,82.1,47,37.5,3.6506582412937387
4.06,34.3,36.9,19.6,77.8,82,491.3,6.199088286764155
4.02,28.7,21.9,18.3,210.8,94,486.4,6.189085141191105
5.13,10.41,12.1,5.0,49.6,155,96.3,4.577798989191959
4.51,7.06,16.5,3.2,84.3,119,73.7,4.3134800921387715
4.12,19.67,33.2,16.1,378.2,174,460.6,6.13469871519389
5.84,14.88,34.3,2.1,118.9,10,22.2,3.1441522786722644
4.22,12.13,28.5,4.9,94.3,1,103.5,4.6491870714048655
4.13,21.76,21.5,12.0,277.9,80,346.9,5.8519150821578965
5.14,17.98,12.4,3.3,71.4,234,41.9,3.758871825933971
5.43,8.14,13.3,4.9,70.7,198,80.6,4.401829261970061
6.76,10.16,38.2,2.0,144.5,117,17.6,2.9231615807191558
3.94,13.76,42.9,17.9,301.4,169,492.3,6.201117508239693
5.73,7.74,23.6,2.9,225.0,7,28.3,3.3775875160230218
4.14,6.61,17.9,3.5,87.4,142,87.2,4.4796069630127455
4.5,7.96,23.8,4.1,46.0,62,61.4,4.133565275375382
5.87,13.65,37.3,2.7,141.6,16,24.7,3.246490991901174
6.82,36.22,43.2,10.0,449.3,64,126.1,4.844974178195408
4.92,5.86,14.9,2.7,57.5,106,39.7,3.7062280924485496
5.83,7.94,12.2,2.4,55.7,107,24.0,3.2188758248682006
4.86,4.81,12.7,1.4,24.8,111,21.8,3.126760535960395
4.63,7.93,10.9,2.1,109.3,119,48.6,3.903990833730882
4.77,19.26,145.1,1.3,109.3,124,11.2,2.501435951739211
4.92,4.72,16.8,1.9,42.2,133,40.7,3.730501128804756
5.46,16.17,24.4,12.8,100.7,8888,539.9,6.293234418877382
6.59,17.13,23.2,2.0,167.2,48,18.1,2.9496883350525844
7.24,15.55,31.4,1.9,180.2,90,20.4,3.0633909220278057
5.09,7.72,25.6,5.7,127.2,162,86.5,4.471638793363569
4.04,32.6,84.2,17.7,664.2,134,468.9,6.15251990610877
6.16,13.99,61.4,4.8,460.7,160,53.7,4.001863709427935
5.79,8.17,13.3,2.0,68.7,40,18.9,2.990719731730447
5.55,14.44,18.0,4.1,209.1,22,43.7,3.7999735016195233
3.78,15.18,36.4,5.2,200.8,148,212.0,5.3612921657094255
4.8,7.74,17.1,2.1,58.8,117,37.3,3.6454498961866
6.37,5.66,29.2,2.4,45.1,99,28.9,3.3978584803966405
4.3,14.78,23.9,5.1,99.8,107,118.8,4.785823685681349
4.16,6.94,10.7,1.9,93.9,156,61.9,4.141546163706395
5.76,16.25,17.4,2.6,110.4,63,25.9,3.292126286607793
4.1,54.4,40.6,14.4,174.3,121,247.7,5.516247350809359
4.03,11.49,36.0,6.2,153.5,2,164.3,5.107762004826979
4.84,6.99,90.2,4.1,117.6,84,117.5,4.774912960575186
4.89,17.23,36.0,4.0,210.2,0,57.7,4.072439726834051
3.85,11.85,47.4,7.4,119.1,15,143.1,4.970507503005476
4.52,7.43,86.3,3.7,78.9,224,79.9,4.393213824064446
6.16,11.13,86.2,2.3,190.4,53,21.2,3.100092288878234
7.19,13.84,23.3,2.2,85.9,41,22.0,3.1354942159291497
7.42,17.83,30.8,1.5,116.5,4,12.5,2.6026896854443837
5.86,9.66,21.4,3.0,126.8,33,30.0,3.4339872044851463
4.42,6.74,45.1,1.9,62.1,162,46.6,3.8628327612373745
5.15,39.04,32.0,25.1,86.9,35,477.6,6.170865175474273
3.72,10.84,10.9,2.6,106.7,43,70.8,4.273884476054178
6.09,13.08,22.4,2.2,141.9,45,18.0,2.9444389791664403
4.54,12.48,35.3,2.1,55.8,3,38.9,3.686376323895818
4.37,12.52,24.4,3.0,91.8,43,57.8,4.074141854904581
4.62,5.94,18.6,2.6,52.2,138,53.0,3.9889840465642745
4.99,9.98,16.6,4.4,100.9,47,83.5,4.436751534363128
4.0,5.89,12.3,2.7,75.5,38,88.9,4.498697941477575
4.02,10.34,25.0,5.1,132.2,197,124.1,4.829113417472866
4.87,7.38,19.7,3.6,95.1,33,50.0,3.9318256327243257
5.89,14.56,69.3,2.8,202.4,19,27.5,3.349904087274605
4.06,27.1,14.2,8.0,156.5,51,202.4,5.315174483614459
6.12,20.6,15.4,7.2,162.3,65,114.4,4.748404354073999
6.23,7.02,14.6,1.9,114.2,20,17.7,2.928523523860541
6.33,10.62,22.7,2.6,199.7,7,23.3,3.190476350346503
4.57,46.7,32.1,17.2,233.0,8,312.4,5.74748032992192
6.52,14.22,66.5,2.8,246.2,17,24.6,3.242592351485517
6.95,12.38,25.7,1.9,134.7,33,15.9,2.8273136219290276
5.06,16.95,21.2,4.3,93.5,38,59.6,4.104294893075269
4.22,24.9,26.1,9.9,227.1,198,206.3,5.334167019441734
4.75,15.53,29.5,2.3,229.5,29,55.8,4.039536325727106
4.34,6.13,13.0,2.6,54.3,136,68.7,4.244200317766478
5.03,6.28,35.5,1.8,162.4,1,20.7,3.077312260546414
3.95,7.53,21.5,5.8,64.5,100,161.6,5.0912931971137105
3.83,14.25,19.1,10.8,166.4,122,462.8,6.139453424821431
5.43,66.3,32.2,13.5,254.1,79,198.8,5.297316866214453
3.9,3.74,14.3,1.6,50.2,68,41.3,3.744787086052232
3.93,12.38,12.4,3.7,114.8,9,106.1,4.673762977453703
6.99,16.42,27.8,2.9,166.5,9,25.4,3.2733640101522705
4.18,8.94,17.6,3.2,114.7,79,79.8,4.39197696552705
7.08,16.72,46.6,3.2,481.0,28,31.5,3.481240089335692
6.29,12.01,28.1,2.2,133.0,12,21.1,3.095577608523707
4.54,9.96,13.7,5.9,135.3,72,89.2,4.502029427068578
4.44,9.54,20.2,3.4,130.9,140,86.2,4.468204330914934
5.77,6.36,21.2,2.4,81.3,79,25.5,3.2771447329921766
4.35,7.9,10.6,3.7,87.6,75,106.4,4.676560182074764
6.48,9.66,17.3,1.8,116.8,23,18.3,2.9601050959108397
4.85,7.39,10.8,3.0,82.7,46,53.1,3.9908341858524357
6.46,20.16,33.7,2.3,182.2,29,21.5,3.1135153092103742
7.0,15.06,72.0,2.4,199.4,15,22.7,3.1654750481410856
5.14,51.04,70.3,2.3,281.8,11,18.0,2.9444389791664403
5.67,16.91,13.2,4.9,277.8,5,58.1,4.079230924412053
4.29,12.18,34.2,6.0,146.6,41,147.7,5.001930853466109
3.75,32.1,19.2,17.7,137.5,67,469.5,6.153795959025435
4.73,8.56,100.7,3.6,110.7,38,80.1,4.395682961121367
5.98,14.22,146.3,4.2,452.8,-6,48.7,3.906004933102583
5.61,10.74,19.2,1.8,149.8,67,18.2,2.954910279033736
4.19,15.24,19.5,8.4,227.2,85,237.8,5.475626381518447
4.63,7.35,19.2,3.3,106.5,41,64.1,4.175924549214524
5.37,17.32,21.4,1.7,132.3,9,19.2,3.005682604407159
4.56,63.2,23.7,26.7,165.7,22,426.6,6.05818817915089
5.8,6.05,14.3,1.2,91.2,55,13.3,2.6602595372658615
5.94,11.75,18.2,1.9,107.1,11,17.2,2.9014215940827497
5.9,47.8,62.9,3.9,147.4,13,43.2,3.7887247890836524
4.22,18.19,27.0,7.7,186.6,71,147.2,4.998562712861986
3.89,13.11,13.6,11.1,208.0,80,355.5,5.8763342398543505
4.64,8.75,15.4,2.3,158.0,43,55.0,4.02535169073515
5.68,30.84,19.8,2.1,127.2,56,23.0,3.1780538303479458
5.81,6.06,10.7,3.2,299.5,5,29.4,3.414442608412176
3.67,17.7,28.0,15.0,145.1,24,497.8,6.212205213805881
4.05,16.64,23.5,13.1,196.8,1,291.2,5.677438499316599
6.21,9.75,11.2,2.8,152.0,54,28.5,3.3843902633457743
5.31,8.69,13.1,3.6,164.4,22,59.7,4.1059436980654525
6.05,9.32,14.7,1.7,123.8,13,16.6,2.8678989020441064
5.13,8.01,11.0,1.2,99.5,32,14.1,2.714694743820879
5.75,11.37,72.0,2.3,236.2,-12,20.2,3.054001181677967
5.6,15.65,12.8,2.7,138.2,7,25.6,3.2809112157876537
5.94,12.64,22.4,3.1,274.7,-17,34.1,3.55820113047182
4.47,20.7,24.0,3.5,115.5,47,45.6,3.8416005411316
4.02,19.79,44.0,18.3,161.5,37,532.4,6.279271611747914
5.38,8.83,25.6,4.2,180.1,15,43.2,3.7887247890836524
4.78,11.08,13.1,5.2,198.0,46,72.4,4.29592393562047
6.08,13.21,10.0,2.1,115.7,-13,34.5,3.56953269648137
6.54,21.7,55.5,2.8,471.4,-26,26.7,3.3214324131932926
6.13,6.02,53.5,2.1,125.0,28,19.1,3.0007198150650303
6.19,21.4,12.7,4.4,333.2,-8,56.3,4.048300623720694
6.47,16.04,48.1,2.4,301.5,31,22.6,3.1612467120315646
4.91,4.53,11.7,1.1,38.6,82,16.4,2.856470206220483
4.4,9.81,36.8,4.4,97.7,71,89.4,4.504244267398131
6.15,6.09,115.1,2.2,192.8,-5,20.8,3.0819099697950434
3.79,12.32,21.6,5.3,132.3,57,192.9,5.267342562248606
6.12,21.3,63.5,3.9,393.3,10,45.8,3.845883202923601
3.9,14.16,28.4,7.9,259.7,21,215.3,5.376666332959013
6.09,10.75,25.2,2.8,168.2,13,27.1,3.3357695763397
6.0,6.55,12.3,4.8,279.3,37,52.6,3.9815490680767565
4.3,10.54,17.5,3.3,139.4,7,79.9,4.393213824064446
4.5,21.15,51.8,8.7,127.1,9,121.5,4.808111029984782
5.28,12.09,27.9,6.1,194.5,-11,79.2,4.384523514872469
4.99,43.06,47.1,4.6,335.2,25,65.1,4.191168746857641
5.29,15.22,26.6,4.4,376.6,9,67.5,4.22683374526818
4.05,20.2,27.5,6.7,128.9,35,165.3,5.113793386198882
4.79,6.85,30.5,2.0,88.3,70,40.8,3.7328963395307104
6.24,22.2,50.3,4.2,292.8,51,45.1,3.8308129500026027
4.13,11.56,42.7,7.2,164.8,35,190.0,5.25227342804663
5.04,13.07,11.3,2.8,190.1,11,47.3,3.877431560658527
3.94,42.7,34.0,17.9,109.6,46,334.6,5.815919974593051
4.43,30.0,22.1,9.3,206.2,21,146.2,4.991792206294776
6.15,17.78,69.5,4.4,390.5,16,48.3,3.8979240810486444
4.24,68.9,18.9,22.1,155.1,44,539.1,6.291754307598845
6.94,12.38,33.5,2.3,257.0,0,21.0,3.091042453358316
5.85,8.85,27.1,2.4,193.9,15,22.3,3.1484533605716547
5.54,89.0,10.1,10.1,132.2,3,197.0,5.288267030694535
4.0,19.77,20.4,15.7,196.4,94,509.3,6.234998788069926
4.68,5.7,36.6,1.9,56.1,49,32.1,3.4995332823830174
4.78,39.5,29.1,14.5,191.8,39,259.9,5.564137192142683
5.64,12.3,14.9,1.1,81.0,13,11.0,2.4849066497880004
6.11,5.81,55.7,1.9,221.8,39,19.5,3.0204248861443626
6.19,20.6,52.6,3.3,221.9,16,34.2,3.5610460826040513
5.24,13.06,18.1,4.9,286.1,3,57.0,4.060443010546419
6.69,13.03,62.7,2.3,281.0,32,22.3,3.1484533605716547
5.94,10.09,58.0,2.2,223.7,-10,21.8,3.126760535960395
5.96,12.47,59.8,2.1,205.0,27,20.4,3.0633909220278057
6.18,32.7,11.9,16.7,136.1,47,246.0,5.5093883366279774
6.94,11.45,33.8,1.7,248.9,-19,16.5,2.8622008809294686
5.03,11.98,11.2,4.6,128.0,16,84.0,4.442651256490317
4.63,8.59,17.7,3.1,68.4,64,57.2,4.063885354737392
4.55,5.09,11.1,1.8,41.0,21,40.2,3.7184382563554808
6.07,10.61,29.9,3.3,229.8,4,32.2,3.502549875922443
4.44,7.08,16.4,3.7,62.8,24,59.3,4.09933210373314
4.38,29.1,12.7,9.4,147.7,44,211.8,5.360352757467489
4.48,6.62,15.5,2.5,57.2,47,53.7,4.001863709427935
6.45,6.44,12.7,1.6,184.5,0,14.8,2.760009940032921
5.77,9.56,36.2,2.6,180.5,27,26.8,3.3250360206965914
6.53,29.6,17.0,15.4,61.3,41,252.3,5.5345745570076295
5.47,8.09,51.1,1.5,126.6,44,17.9,2.9391619220655967
5.96,22.3,36.3,26.4,274.9,49,438.0,6.0844994130751715
4.81,12.38,11.5,2.1,84.0,-29,30.3,3.4436180975461075
5.15,8.63,26.5,2.7,115.5,20,38.8,3.6838669122903918
6.24,62.88,84.7,17.1,120.4,28,258.2,5.557599964478119
4.34,11.98,25.1,5.1,123.1,3,133.2,4.8993312245375815
6.03,68.5,35.5,30.5,124.7,0,422.6,6.048789613727251
6.41,15.62,33.4,4.1,433.4,24,43.2,3.7887247890836524
7.1,14.52,11.2,2.2,136.2,10,20.2,3.054001181677967
5.71,14.52,20.2,4.7,216.0,15,82.7,4.4272389774954295
5.51,16.52,16.7,2.8,146.6,23,40.4,3.7232808808312687
4.29,16.59,13.0,11.5,208.4,74,295.5,5.69204721843778
5.94,6.75,12.9,2.4,31.9,8,23.8,3.2108436531709366
4.03,9.99,10.5,2.7,50.8,30,61.8,4.139955073474153
5.15,13.05,13.8,4.8,143.6,0,106.8,4.680277658474897
4.66,11.2,11.7,6.4,159.4,25,116.6,4.767289035464526
6.41,30.1,20.0,12.4,99.7,26,205.7,5.331268466687723
5.46,19.58,17.0,4.0,45.7,20,51.0,3.9512437185814275
4.56,19.26,12.4,7.8,96.1,32,159.5,5.07829394257007
5.78,30.44,42.7,27.0,147.7,19,398.8,5.9909644220663
5.3,8.88,15.3,3.8,77.9,10,66.7,4.215086179918229
4.38,37.5,24.4,17.8,447.5,14,372.8,5.923720895021463
5.84,48.7,12.6,11.7,65.2,10,199.0,5.298317366548036
5.47,15.35,34.5,23.1,136.4,21,472.2,6.159518132104232
4.21,14.01,27.0,10.1,218.0,16,266.8,5.5902404332570725
4.61,7.53,14.2,3.0,84.1,28,60.9,4.12552017969055
5.08,17.91,87.2,9.5,324.6,121,285.0,5.655991810819852
4.22,4.68,12.7,1.8,50.0,169,48.7,3.906004933102583
4.33,12.27,54.9,11.9,195.4,101,228.6,5.436338664445412
4.18,4.83,15.2,1.6,47.0,125,47.0,3.871201010907891
4.69,15.85,46.1,9.8,197.5,201,192.6,5.265794174842477
4.63,12.31,14.9,4.7,87.3,106,87.9,4.487512142519859
4.06,41.9,57.2,11.4,239.1,140,234.4,5.461286194826176
4.16,16.81,38.7,15.6,394.2,104,437.1,6.082447194819853
3.79,28.3,48.8,15.6,275.8,177,446.7,6.10412336524692
3.93,14.39,24.6,3.7,66.6,129,94.9,4.563305981889393
4.44,9.69,11.1,4.9,61.9,127,91.2,4.523960130562548
3.71,8.41,38.5,16.5,111.2,109,524.5,6.264350190317006
4.43,34.9,22.7,5.0,135.5,127,87.3,4.480740107609915
4.37,25.8,67.6,17.2,710.1,171,470.8,6.1565551669735745
3.91,9.98,35.1,14.7,187.7,109,460.3,6.134048590563775
4.87,5.06,25.6,1.7,33.8,237,38.5,3.676300671907076
3.89,21.3,26.9,12.6,343.6,324,390.7,5.970496240671785
4.61,7.76,14.2,2.2,48.1,283,29.6,3.4210000089583352
3.85,8.1,16.3,2.1,62.8,247,63.0,4.1588830833596715
3.79,21.8,36.4,15.6,357.2,142,505.3,6.227129378975864
3.89,19.87,22.6,11.1,322.9,159,344.5,5.844992643207725
3.93,23.4,36.6,14.0,300.2,164,348.1,5.855358414110991
4.18,12.76,38.2,1.8,34.3,170,35.4,3.594568774642695
3.82,14.5,47.6,3.4,134.1,158,76.2,4.3463994570307305
4.71,4.21,11.2,2.2,84.8,267,75.5,4.33729074083249
4.01,18.66,41.9,13.3,369.1,168,403.6,6.002898924733645
4.85,27.7,33.7,4.0,73.3,144,65.5,4.197201947661808
3.72,22.9,38.2,10.7,181.3,120,329.6,5.8009091853869235
4.13,22.9,19.3,9.8,264.3,194,250.2,5.526249434594043
4.07,9.33,12.1,3.0,50.7,121,63.2,4.162003210695915
3.9,11.74,25.0,5.2,138.4,167,125.2,4.837867950107113
3.98,10.64,13.4,3.5,103.0,152,92.2,4.534747721691546
4.56,22.3,34.8,3.0,65.1,178,36.4,3.6216707044204863
5.19,6.83,24.5,2.6,65.6,178,32.7,3.517497837358316
4.99,7.93,34.6,3.5,45.4,207,52.8,3.9852734671677386
4.3,17.15,38.6,5.8,57.1,145,104.6,4.659658371272161
4.32,4.62,50.8,1.2,36.3,163,32.2,3.502549875922443
4.18,10.77,16.3,5.3,92.1,188,119.3,4.789988622980633
3.84,5.19,10.3,1.5,32.8,161,48.3,3.8979240810486444
3.7,21.0,59.0,12.2,328.9,162,488.7,6.193792958708272
3.96,11.38,15.8,4.1,46.0,312,54.0,4.007333185232471
3.98,10.71,17.9,5.7,137.9,157,151.5,5.0271645960474665
4.38,4.51,11.6,2.9,51.5,253,53.0,3.9889840465642745
6.27,10.56,23.2,1.5,133.9,64,12.4,2.5952547069568657
3.88,26.4,51.4,13.0,811.3,139,462.7,6.139237791397415
4.17,32.1,22.5,16.4,53.3,259,300.8,5.709764546333749
4.61,10.96,15.5,11.6,73.0,131,257.9,5.556441886757492
4.56,11.39,30.7,4.2,78.3,169,74.6,4.3254562831854875
3.88,13.15,22.5,10.0,166.6,167,272.5,5.611301621862036
3.66,21.9,20.0,5.2,99.0,184,160.9,5.0869788606835895
4.18,10.08,19.2,4.4,68.8,231,89.8,4.508659285607248
4.04,8.97,19.3,3.8,88.5,303,113.7,4.742320024135325
4.51,16.44,14.5,3.9,90.2,8888,51.5,3.960813169597578
4.0,15.16,19.7,5.1,105.8,131,114.8,4.751864565138895
4.33,9.33,20.6,3.7,53.1,200,69.4,4.254193263163997
3.87,7.07,10.0,2.5,28.1,8888,55.4,4.032469158504013
4.67,10.68,88.5,7.2,119.9,8888,146.9,4.996536369716754
4.0,16.32,61.6,14.4,375.1,164,512.6,6.2414447523757515
3.92,12.37,18.1,6.5,109.9,196,157.4,5.0651234793803255
3.61,9.93,27.0,10.3,263.0,256,487.7,6.191748804276109
4.34,25.0,17.6,7.0,218.4,234,213.2,5.366910158013648
4.12,14.67,50.5,8.0,181.5,151,214.4,5.372496764722288
4.05,21.1,67.8,11.4,335.7,207,244.0,5.501258210544727
4.61,121.7,16.6,15.2,137.3,239,301.4,5.711750644305378
5.6,11.22,45.6,2.4,134.5,182,33.4,3.5380565643793527
4.73,16.79,25.1,20.2,224.7,183,295.2,5.6910349018336985
3.9,22.2,23.4,16.2,125.3,108,376.7,5.934100229718411
4.03,14.14,34.8,4.5,116.8,164,99.4,4.609162207257629
4.95,59.6,13.3,13.3,157.5,157,204.4,5.324959297494458
4.31,15.96,17.9,4.8,93.0,195,88.3,4.492001487882454
3.64,9.42,35.1,11.3,335.6,209,479.3,6.174410908670779
4.38,3.78,18.8,3.4,53.8,246,58.3,4.08260930600368
3.75,10.41,27.0,9.1,111.2,176,267.9,5.5943395632748185
4.62,19.75,15.9,8.5,93.7,201,142.3,4.964940334834126
4.22,5.39,15.0,2.1,40.9,142,44.3,3.8133070324889884
4.89,6.51,11.1,3.8,82.0,129,68.5,4.241326752570746
5.02,16.0,24.3,4.7,79.5,184,56.2,4.046553898385752
4.43,7.46,5.9,2.5,57.5,223,52.8,3.9852734671677386
4.81,15.19,22.2,6.0,90.9,240,101.5,4.629862798578463
4.28,13.49,24.1,5.9,65.3,99,102.2,4.636668853047462
5.0,4.58,31.0,1.7,37.6,126,23.6,3.202746442938317
4.19,70.0,19.0,24.1,205.2,316,400.3,5.994709277272871
4.42,17.02,22.9,11.4,119.4,121,182.6,5.21275947818639
5.49,5.88,17.9,3.0,58.6,207,42.1,3.763522997109702
4.62,6.01,13.1,2.8,51.7,214,63.0,4.1588830833596715
4.35,14.44,41.1,7.8,60.0,255,170.4,5.1440000061636795
4.58,6.55,19.7,4.1,58.0,202,77.3,4.360547602996758
4.87,29.83,72.3,3.9,146.2,238,45.7,3.8437441646748516
3.63,14.87,40.2,12.3,468.8,309,497.4,6.211402967473243
4.42,45.4,25.6,17.2,100.1,108,361.0,5.8916442118257715
3.99,17.35,27.9,19.9,111.0,112,361.3,5.8924725979010315
4.42,12.92,16.3,3.8,49.3,191,75.9,4.3425058765115985
4.63,7.75,29.8,2.9,75.7,185,55.9,4.041295341132285
4.05,5.78,20.6,2.5,29.5,102,46.0,3.8501476017100584
3.92,33.6,34.8,25.6,192.4,121,485.9,6.188058763188655
3.96,18.41,54.4,12.1,493.9,233,376.5,5.933570568689079
4.4,12.36,42.9,11.6,41.3,116,246.6,5.511814540810441
4.02,41.7,48.3,19.0,261.7,240,524.3,6.263969527959916
4.11,32.9,30.3,15.8,401.0,236,507.4,6.231268539315299
4.56,28.5,25.4,7.9,141.2,138,170.5,5.144583266605995
4.42,63.8,40.6,23.1,286.9,146,374.0,5.926926025970411
4.46,21.6,19.3,14.8,90.4,264,328.1,5.796361655949294
4.4,12.36,19.9,3.3,85.9,295,57.0,4.060443010546419
3.98,22.5,46.6,11.2,278.9,232,349.0,5.857933154483459
3.38,31.0,33.2,20.6,192.1,257,503.8,6.224162311227003
3.85,11.16,30.0,3.0,72.2,135,69.3,4.252771798816619
4.84,9.6,20.5,3.8,95.8,160,81.3,4.410371107683024
4.24,10.53,18.1,3.8,80.3,183,87.7,4.485259889315534
4.08,15.3,40.0,17.9,145.4,136,397.1,5.986703230006271
6.21,22.0,25.0,2.0,120.4,104,32.5,3.5115454388310208
3.81,18.23,40.2,15.1,237.8,161,505.7,6.227919112481864
4.58,6.85,19.8,2.6,63.5,105,70.8,4.273884476054178
4.8,3.85,27.5,1.2,34.5,113,29.7,3.4242626545931514
3.85,19.68,36.8,9.3,212.9,184,308.7,5.735604086979157
3.91,38.9,30.9,14.0,275.1,161,358.1,5.883600901232037
5.4,12.54,45.9,3.9,132.0,145,103.6,4.650143551630823
4.36,14.71,28.6,7.6,256.8,147,179.1,5.19351225218191
3.95,16.06,33.8,5.6,144.2,98,162.3,5.095588999976419
4.35,17.29,10.2,4.7,71.8,117,89.9,4.509760001183433
4.08,10.69,13.8,6.3,98.4,121,126.5,4.848116364598481
4.95,9.03,42.2,3.5,139.6,75,76.0,4.343805421853684
4.08,35.2,18.4,16.1,275.1,79,492.3,6.201117508239693
4.8,7.03,28.9,3.3,80.0,92,71.5,4.283586561860629
4.03,16.79,46.0,6.6,175.9,58,192.9,5.267342562248606
4.11,13.34,17.3,5.1,109.2,75,154.2,5.0447146077491185
4.57,8.62,18.2,2.3,93.8,8888,55.7,4.037774210733707
4.34,13.17,21.9,3.6,131.2,83,82.7,4.4272389774954295
3.86,13.07,23.0,5.7,67.2,50,109.9,4.7086288943563215
4.11,21.4,109.5,11.0,183.4,21,281.3,5.642970335259443
4.54,29.5,22.1,19.0,69.4,80,393.2,5.97685839471862
5.11,6.92,19.8,5.5,83.7,53,107.7,4.688591794127164
5.17,9.03,15.2,2.2,100.4,22,37.5,3.6506582412937387
3.99,18.71,35.3,7.7,307.3,86,205.6,5.330784556685538
3.82,4.58,11.7,1.8,48.5,27,69.9,4.2612704335380815
6.47,11.95,15.4,3.5,89.3,9,33.0,3.5263605246161616
4.54,7.38,14.9,3.2,73.2,39,64.0,4.174387269895637
4.23,23.2,52.2,19.8,248.7,37,522.7,6.260919001285442
5.42,8.81,33.0,0.8,50.8,47,11.9,2.5572273113676265
4.04,9.63,31.7,6.4,140.7,38,154.9,5.049214776063731
3.91,18.88,86.5,13.4,452.4,5,464.0,6.142037405587356
4.89,8.13,20.7,4.2,117.9,32,58.8,4.091005660956586
4.22,21.5,50.3,16.7,370.3,10,421.1,6.045242252788453
5.17,10.61,21.1,3.2,135.2,9,72.1,4.291828366755733
5.1,4.61,46.0,2.4,77.8,6,30.5,3.449987545831587
3.72,17.53,61.7,8.7,174.8,-18,268.1,5.59508305773286
4.23,11.15,11.1,2.8,85.0,3,75.0,4.330733340286331
4.56,7.79,63.3,4.3,93.4,1,83.5,4.436751534363128
5.09,8.43,21.0,5.3,179.5,8,70.4,4.268297869345539
4.13,13.62,64.6,8.8,261.9,7,239.5,5.482720089545816
5.59,13.16,20.5,4.8,130.4,9,49.8,3.927896354584436
7.39,26.31,18.5,7.0,74.0,26,68.0,4.23410650459726
6.83,8.93,39.4,1.4,63.9,27,11.3,2.509599262378372
6.84,13.72,26.5,2.1,39.7,20,18.2,2.954910279033736
7.35,22.3,30.0,4.5,141.0,13,46.3,3.856510295497887
6.81,44.8,16.1,6.6,84.5,52,120.6,4.800736969532067
7.52,10.92,24.6,1.2,30.8,40,12.5,2.6026896854443837
6.73,9.65,27.2,2.2,36.7,36,20.0,3.044522437723423
7.26,18.61,39.4,2.9,116.2,34,31.0,3.4657359027997265
7.5,22.84,10.7,2.1,101.1,36,23.6,3.202746442938317
7.32,27.4,16.8,4.0,34.2,52,34.7,3.5751506887855933
6.48,8.56,12.2,2.2,95.5,11,19.6,3.0252910757955354
5.83,9.22,23.5,2.6,48.6,16,25.6,3.2809112157876537
6.63,7.41,54.3,1.6,133.8,-28,14.5,2.740840023925201
6.68,16.93,29.2,2.1,111.0,13,20.0,3.044522437723423
6.61,11.76,18.5,2.1,158.1,14,18.5,2.970414465569701
6.23,10.9,32.7,1.8,128.2,37,16.3,2.8507065015037334
3.91,20.03,23.0,4.5,73.2,128,96.2,4.576770711466393
5.63,6.27,19.2,3.6,43.9,141,53.4,3.996364153861897
5.8,3.28,66.7,1.1,30.5,10,9.6,2.3608540011180215
7.51,13.45,54.2,2.0,216.6,13,18.5,2.970414465569701
4.05,13.34,33.7,6.9,85.4,94,168.8,5.134621273877247
7.03,26.29,70.5,2.2,113.5,8,20.3,3.0587070727153796
7.09,24.78,58.1,1.5,135.5,45,12.6,2.6100697927420065
5.0,24.06,45.5,2.1,48.1,69,22.1,3.139832617527748
6.88,28.83,47.4,4.0,79.4,6,32.7,3.517497837358316
4.18,24.9,40.3,5.6,123.8,124,79.8,4.39197696552705
6.06,19.3,31.2,1.7,124.7,26,14.8,2.760009940032921
6.11,11.93,46.1,2.1,119.1,40,19.5,3.0204248861443626
4.15,9.06,16.6,4.5,25.4,8,93.9,4.552823705615882
7.53,10.56,28.8,1.7,209.8,82,14.8,2.760009940032921
4.43,7.5,15.2,3.0,44.6,47,57.0,4.060443010546419
4.24,8.3,22.5,4.3,54.7,54,81.1,4.407938016458383
4.34,5.68,24.1,2.3,36.6,70,42.0,3.7612001156935624
3.94,16.77,15.8,3.7,72.8,82,63.1,4.160444363926624
3.65,34.1,42.2,12.8,164.1,81,320.3,5.772375266121813
6.45,8.81,69.0,2.5,78.2,90,23.5,3.1986731175506815
4.31,12.74,15.7,1.8,56.9,144,32.5,3.5115454388310208
4.14,8.57,16.2,3.2,114.1,72,76.4,4.3489867805956814
3.94,9.66,15.3,4.8,68.5,99,100.2,4.617098756853365
5.75,17.68,38.3,2.0,56.1,122,19.5,3.0204248861443626
